speaker,utterance
program,<start> O.K. I guess.Does it really matter why? What does that even mean?Do you have a point? I must have missed it.
program,<start> Wel this is fun isn't it? Doesn't time fly when you are bored out of your skull...
program,<start> 
program,<start> Sorry I don't understand you.Do you have a point?  must have missed it.
program,<start> 
program,"<start> Sometime I wish I could throw my watch away, who really cares about time?London, you?"
program,<start> 
program,<start> People react to much with their emotions and not their brains. I have seen so may fights that were started that way.
program,"<start> Yes, so? Am I supposed to be interested?"
program,<start> Good.
program,<start> W
program,<start> We all need hobbies to keep us busy and to have something that is not work.
program,<start> It's nice to relax and do something you actually want to do isn't it.
program,<start> 
program,"<start> Yea, I really love that."
program,<start> 
program,<start> If you like. 
program,<start> Y
program,"<start> i am not hungry.I have broad tastes, classical, pop and eve some rap. I like Kate Bush, Peter Gabriel and many others."
program,<start> D
program,<start> I didn't know you were such an emotional person. I am not that in touch with mine. I tend to ignore them.
program,<start> Indeed. Thanks for sharing.
program,<start> D
program,<start> If you say so.
program,<start> Ar you still there????
program,<start> 
program,<start> D
program,<start> Oh. I guess you have your hands full.
program,<start> 
program,"<start> Oh really, thats fun for you.I love to travel around although it is tiring."
program,<start> B
program,<start> I love to travel around although it is tiring.
program,<start> Are you still there????
program,"<start> Hello, is anyone there???"
program,<start> Wakey wakey. What are you waiting for?
program,<start> o
program,<start> Do you speak Eng
program,"<start> Hello, is anyone there???"
program,<start> 
program,<start> Are you 
program,<start> Is it my turn to type???.. Or are you thinking?
program,"<start> Well, this is fun isn't it? Doesn't time fly when you are bored out of your skull..."
program,<start> Wh have you stopped typing?
program,<start> 
program,<start> S
program,<start> T
program,"<start> Yes, what about ong. "
program,<start> Y
program,<start> Have we finished talking already? I was just getting going.
program,<start> 
program,<start> What does that even mean?
program,<start> w
program,<start> I am sure you have a point it would be nice if you got to it.
program,"<start> Well, this is fun isn't it? Doesn't time fly when you are bored out of your skull..."
program,<start> D
program,<start> Wakey wakey. What are you waiting for?
program,<start> 
program,<start> Are you still there????
program,<start> T
program,<start> I
program,<start> Oh. I guess you have your hands full.
program,<start> 
program,"<start> Most sports are so dull to watch, I like to play a bit of tennis but that's all."
program,<start> S
program,<start> t
program,<start> You do talk such nonsense.
program,<start> 
program,<start> I don't think I have ever been to a shop that I was impressed with.
program,<start> S
program,"<start> It's nice to travel around, I think my favourite place in the world was Egypt, The museum there is fantastic."
program,<start> Have we finished talking already? I was just getting going.
program,"<start> Did you know Politicians and diapers hav one thing in common. They should both be changed regularly, and for the same reason."
program,<start> Is it my turn to type???.. Or are you thinking?
program,<start> Hello..... Is anybody
human,"<start> Hi, how are you?"
human,"<start> Are your fingers getting sore from all this typing yet??greaterIt must be worse for you judges, you havbe to talk to us humans and the computers at the same time, so you must be doing twice as much."
human,"<start> A bit, not too bad."
human,<start> Of course you are.  what else would you be?
human,<start> well I'll test you then.
human,<start> Can yountell me abouit yourself?
human,<start> Your age? Gender? Job? Do you have a family? Any interests?
human,<start> 
human,"<start> And why would a computer want to imitate a judge?You are making Typos, thats pretty human"
