speaker,utterance
human,"Yes, I swim very well, I quite like swimming outdoors if possible, but its not warm enough yet, so making do with the local pool.How is that?  I did my work experience for school in a tax office, (a bit boring) but they probably wouldn't let me near anything interesting, just had me filing and stuff.  are you self employed, or do you work for some-one?"
human,whereabouts do you live?
human,"In Newcastle, I was in London a few weeks ago"
human,Just for a couple of days.  It rained the whole time.
human,"Yes, it took for and a half hours to drive, we stayed overnight to make sure I would be here on time today."
human,"Four, not for, Sorry!"
human,"I went by train the last time I went to London, anmd flew the time before, it just depends what i feel like doing, I get bored easy so never do things the same way again"
human,"I like the drive, because you see a lot more on the way, you can stop off if you pass anywhere nice.  I tend to get the train if I am travelling for work so that i can work on the train.  To be honest, It will also depend who is paying for the travel!  If work are paying then I would probably fly."
human,"I wonder if they will let us have a break soon, I could murder a cigarette"
human,I haven't heard any time warnings yet? have you? What has the computer been talking about to you
human,Megreate?
human,Fine
human,And you?
human,Sorry equa- the message stopped at are
human,Okay
human,From Open University?
human,David Levy asked me
human,There's a famous Dr Phil in USA. I don't know why he's famous
human,What is your speciality?
human,I don't blame you. Nice place. Good food.
human,What's horrible?
human,Sorry I was too quick
human,Oh I see. It's your little joke
human,I've never been to Florence. But would like to go there. 
human,Maybe when it's cool
human,Suits me
human,Either communicate or help others communicate
human,No. I teach people media skills - mainly how to handle the pbracketlefress and engage via social media. I am also closely involved with a software company
human,"The aim, always, is to deliver information of value to the reader. That means you have to do essentially similar things."
human,"Good point. And I should say that I split it into B2B and friends. Although I participate in both, commercially, I'm only interested in B2B."
human,That's understandable. It depends on your objectives. The software business I'm involved in creates (optionally) closed communities. 
human,"Again, it's back to objectives. It might help to read some books by social media advocates and critics. I've read Euan Semple and Olivier Blanchard - two quite different takes on the subject. Both eye-openers."
human,"I have this conversation a lot. I quite often kick people off with some simple questions about their motivations. This is often enough for them to consciously decide ""not for me"""
human,"We could say the same for the telephone, email, text, etc before it."
human,It's good stuff as long as you don't let it take over your life.
human,To save yourself or your kids?
human,Walk the dog
human,Go out for meals
human,Have drinks with family
human,"Hmmm. Difficult. Thai, Tapas, Indian then all sorts of other stuff"
human,That makes a lot of sense.
human,15 secs
program,Could be better. Life gets a bit boring sometimes.
program,W
program,Are you still there???? Talk to me..
program,D
program,C
program,"Oh really, thats fun for you."
program,P
program,It's funny how people can tal but say nothing.
program,Wakey wakey. Wh
program,y
program,S
program,Y
program,Y
program,S
program,H
program,Where would I go.
program,I
program,"Yes, so? Am I supposed to b interested?"
program,
program,Are you still there???? Talk to me..
program,W
program,"Yes, a fog called Cindy."
