speaker,utterance
human,"I'm thinking of it like an IM conversation, rather than my rtesp BackSpace  BackSpace  BackSpace  BackSpace esponses appearing instantly"
human,I'm BackSpace  BackSpace  wor BackSpace  BackSpace  BackSpace  BackSpace 'm in BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 'numbersign BackSpace m a journalist
human,I write about IT
human,Yeah I think it's given me a completely different perspective to just coming down here and doing a g BackSpace few interes BackSpace  BackSpace views.
human,There was that guy whot BackSpace  wrote a whole book on it.
human,Have you read it?
human,How  BackSpace 's heslashit BackSpace  BackSpace  BackSpace slashheslashit doing?
human,"That's a shame, but even Hugh Loebner said the pace of progress has been glacial.Probably going to come out ofg Googl  BackSpace . They've got a globe's worth of data about the way people phrase questions"
human,"I think b BackSpace so, if you look at the way that services like Google t BackSpace Translate work by  BackSpace  BackSpace  BackSpace  BackSpace . They carry out statistical analysis of vast  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace a vast number of examples of different languages.Not well but it's impressive considering they haven't been programmed with the formal rules of the language, they're just looking at many, many examples of its use."
human,Well Turing had BackSpace  BackSpace  BackSpace was pretty confident of the ability of computers. He thought s BackSpace that a machinewou BackSpace  BackSpace  BackSpace  would have fooled one third of judges in the Turing Test by 2000.
human,"Yeah, it seems so! But still so BackSpace  BackSpace  BackSpace , there atre  BackSpace  BackSpace  BackSpace  BackSpace re amazing developments in technology every day. Did tyo BackSpace  BackSpace  BackSpace you see the BackSpace at Google has been c BackSpace granted a licence for its driverless car."
human,"Yeah I BackSpace  BackSpace , I do  BackSpace . Yp BackSpace ou?"
human,Is it  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace DO  BackSpace  BackSpace o you only cover stories you're interested in or do you find yourself having yo  BackSpace  BackSpace  BackSpace to say yes to every job that comes in?
human,"What are your plans for this event? BackSpace  BackSpace t, in terms of coverage?"
human,I'm putting together an BackSpace  feature and an interview with Hugh Loebner.
human,He's a pretty colourful chapo BackSpace .
human,"Looks like it, was impressed by his pockeds BackSpace  BackSpace ts that cover up his knife!"
human,He BackSpace  BackSpace Apparently he carries a knife around because he considers it to be a very useu BackSpace ful tool.
human,that too BackSpace o. BackSpace 
human,"I live in Norfol, BackSpace k but work in London, so not much fut BackSpace rther than my usual commute."
human,You?
human,I was surprised how much media coc BackSpace verage there was this morning. Seem to be a few different nationals and specialist publciation BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ications here.
human,I'm staff for w  BackSpace  BackSpace a website but spent years writing for regional newspapers
human,g BackSpace g BackSpace did uyo BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace how did you start out?
human,Yeah I srat BackSpace  BackSpace  BackSpace tarted at a regional paper on work epx BackSpace  BackSpace xperience and never left.
human,"Had to  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Goto BackSpace  out of r BackSpace local journalism in the end because t BackSpace of  BackSpace  BackSpace  BackSpace things weren't looking good- BackSpace ,  mass layoffs etc."
human,bye
program,T
program,"h BackSpace Yes, so? Am I supposed to be interested?"
program,A
program,Why have 
program,o
program,We all need hobbies to keep us busy and to have something that is not work.Sorry I don't know. BackSpace  
program,I
program,We BackSpace  all need hobbies to keeo BackSpace p us busy and to have somr BackSpace ething that is not work.
program,D
program,Do you have a pp BackSpace oint? I must have missed it.
program,
program,I am sy BackSpace ure h BackSpace you have a point it would be nice if you got to it.
program,W
program,S
program,O.K. I guess.Does it really matter why? What does that even mean?Do you have a point? I must have mu BackSpace issed it.
program,"Well BackSpace , BackSpace  this is fun isn't it? Doesn't time fly when you are bored out of your skull..."
program,
program,Sorry I don't understand you.Do you have a point? I BackSpace  must have missed it.
program,
program,"Somr BackSpace etu BackSpace ime I wish I could throw my watch away, who really cares about time?Lonf BackSpace don, you?"
program,
program,People react to much with their emotions and not their brains. I have seen so may fights that were started that way.
program,"Yes, so? Am I supposed to be interested?"
program,Good.
program,W
program,We all need hobbies to keep us by BackSpace usy and to hs BackSpace ave something that is not work.
program,It's nice to relax and do something you actually want to do isn't it.
program,
program,"Yea, I rr BackSpace eally love that."
program,
program,If you like. 
program,Y
program,"i am not hungry.I have broad tastes, classical, pop and even BackSpace  some rap. I like Kate Bush, Peter Gabriel and many others."
program,D
program,I didn't knoq BackSpace w you were such an emotional pet BackSpace rson. I am not that in touch with mine. I tend to ignore them.
program,Indeed. Thanks for sharu BackSpace ing.
program,D
program,If you say so.
program,Are BackSpace  you still there????
program,
program,D
program,Oh. I guess you have your hands full.
program,
program,"Oh really, thats fun for you.I love to travel around although it is tiring."
program,B
program,I love to travel around although it is tiring.
program,Arr BackSpace e you still there????
program,"Hello, is anyone there???"
program,Wakey wakey. What are you waiting for?
program,o
program,Do you speak Eng
program,"Hello, is anyone there???"
program,
program,Are you 
program,Is ig BackSpace t my turn to type???.. p BackSpace Or are you thinkib BackSpace ng?
program,"Well, this is fun isn't it? Doesn't time fly when you are bored out of your skull..."
program,Why BackSpace  have you stopped typing?
program,
program,S
program,T
program,"Yes, what about ong. "
program,Y
program,Have we finished talking already? I was just getting going.
program,
program,What does that even mean?
program,w
program,I am sure you have a point it would be nice if you got to it.
program,"Well, this is fun isn't it? Doesn't time fly when you are bored out of your skull..."
